"BoxID","Lon","Lat","1997 Jun","1997 Jul","1997 Aug","1998 Jun","1998 Jul","1998 Aug","1999 Jun","1999 Jul","1999 Aug","2000 Jun","2000 Jul","2000 Aug","2001 Jun","2001 Jul","2001 Aug","2002 Jun","2002 Jul","2002 Aug","2003 Jun","2003 Jul","2003 Aug","2004 Jun","2004 Jul","2004 Aug","2005 Jun","2005 Jul","2005 Aug","2006 Jun","2006 Jul","2006 Aug","2007 Jun","2007 Jul","2007 Aug","2008 Jun","2008 Jul","2008 Aug","2009 Jun","2009 Jul","2009 Aug","2010 Jun","2010 Jul","2010 Aug","2011 Jun","2011 Jul","2011 Aug"
186,94.796051,30.754988,-11.719733,-16.137074,-16.172188,-12.818429,-18.288275,-21.136225,-15.560204,-17.31358,-21.634781,-16.136768,-18.791977,-20.060379,-18.604847,-17.215607,-21.401606,-14.487423,-18.30267,-17.649427,-13.802139,-18.627359,-19.456261,-16.352251,-20.076244,-19.729534,-9.1014795,-19.306648,-20.080286,-12.77324,-16.255835,-18.403482,-12.336168,-19.22191,-20.133976,-14.544604,-18.127298,-21.6339,-7.8604846,-17.151657,-18.187893,-12.67806,-18.790434,-22.143881,-14.78681,-19.036448,-18.253817
187,95.453949,30.754988,-12.03961,-16.033079,-16.255703,-13.735278,-19.278208,-22.2666,-16.471159,-17.552332,-21.770494,-16.715031,-19.452274,-20.90626,-19.397076,-17.374352,-21.796278,-15.30084,-18.407017,-17.128654,-14.364888,-18.499886,-19.635611,-16.929319,-20.812918,-20.307648,-10.198,-20.170618,-20.363688,-13.760999,-16.484154,-17.880175,-12.366238,-19.859234,-20.850756,-14.967311,-18.416929,-22.471672,-8.7507219,-17.645527,-18.691681,-13.364104,-20.513689,-22.893621,-15.20284,-20.272413,-17.789684
188,96.111839,30.754988,-14.519055,-15.749694,-16.561998,-15.85188,-19.741549,-23.062555,-18.596298,-17.916927,-22.910814,-17.783482,-19.914499,-21.033466,-20.628014,-18.055117,-21.60741,-16.759508,-19.224066,-17.649031,-15.002943,-17.135609,-19.466854,-18.725554,-21.240612,-21.650494,-12.494467,-20.325882,-20.480368,-13.822831,-16.806511,-17.575195,-13.270122,-20.232159,-20.876385,-14.38623,-18.337685,-23.019545,-9.2800245,-17.429575,-17.683468,-14.086618,-21.038952,-23.219254,-16.760487,-20.996115,-17.22135
189,96.769737,30.754988,-13.425932,-16.08688,-17.150076,-16.535667,-18.814548,-22.694128,-17.602415,-17.858269,-22.624269,-16.231487,-19.115118,-20.575237,-20.92486,-17.200304,-21.011454,-16.0779,-19.210621,-18.113001,-14.059432,-16.323963,-18.615225,-17.712891,-20.77984,-21.091949,-12.658578,-19.923752,-19.997076,-12.513901,-16.365482,-17.516321,-13.018185,-19.787821,-20.289164,-11.699235,-17.036949,-22.995054,-9.1089211,-16.301645,-17.210083,-13.862584,-20.237692,-22.601685,-16.73337,-20.614414,-16.697865
190,97.427635,30.754988,-10.689325,-16.364483,-16.945515,-15.349624,-16.956133,-20.255871,-15.709079,-16.044645,-20.877079,-13.660793,-17.417597,-18.994345,-19.205788,-16.004343,-19.426514,-12.463652,-18.418499,-17.878914,-11.800923,-15.344884,-17.714819,-15.876263,-19.406958,-20.630323,-11.222424,-19.601982,-19.398197,-11.99074,-16.802923,-14.871028,-12.539815,-19.193592,-19.119223,-11.293094,-16.389839,-21.533232,-8.0693789,-15.513981,-16.87285,-13.023646,-18.43725,-21.007788,-15.669138,-18.540092,-16.792194
191,98.085526,30.754988,-9.5826368,-17.030521,-17.582535,-15.257834,-16.268703,-19.044094,-15.344946,-17.062269,-20.62159,-13.083193,-16.863188,-18.610308,-18.493383,-15.840982,-18.977785,-10.825118,-17.5578,-17.527678,-10.832226,-16.147272,-17.663378,-15.413124,-19.097025,-20.714016,-10.845309,-20.105057,-19.432182,-12.071452,-16.531052,-14.794145,-11.625595,-18.42975,-19.304087,-11.587278,-16.281681,-21.264463,-7.721992,-15.513166,-16.891193,-12.698887,-18.534445,-20.922112,-15.388571,-17.965805,-17.484922
192,98.743423,30.754988,-9.2338886,-18.315165,-17.690199,-14.882132,-16.461332,-18.499672,-15.42486,-16.955168,-21.040567,-13.241623,-17.233458,-18.670591,-18.320953,-15.789394,-19.416685,-9.8268528,-17.917177,-18.337463,-10.240258,-16.133047,-17.867533,-15.937298,-19.193991,-20.339035,-9.6210423,-20.875589,-19.835903,-11.935548,-17.158915,-15.179763,-11.509057,-17.980892,-19.536236,-11.581134,-15.78873,-21.31531,-7.7723975,-16.106426,-17.310774,-12.549626,-18.709988,-21.204561,-15.102673,-17.996983,-18.260698
193,99.401314,30.754988,-9.3771915,-19.519049,-17.105108,-14.602138,-16.390818,-18.086023,-14.345867,-17.400702,-20.567501,-12.95283,-17.090666,-18.357729,-18.912951,-15.591398,-19.591225,-10.184367,-16.934217,-17.295618,-8.8322763,-15.798724,-17.981169,-14.66328,-17.900934,-20.681004,-8.7204599,-21.555719,-19.262642,-11.7457,-17.061302,-15.396301,-12.162601,-17.927538,-19.515364,-11.330972,-15.124872,-21.020725,-7.7727218,-16.085178,-17.5585,-12.307505,-19.092735,-21.638306,-14.408486,-18.403587,-18.434473
194,100.05921,30.754988,-9.2025461,-19.043615,-16.898521,-13.113695,-16.363846,-17.974596,-12.946803,-17.649675,-20.313522,-13.125966,-16.766678,-18.328835,-19.068354,-16.411953,-19.22941,-11.069487,-16.737202,-18.367441,-8.7081394,-16.054348,-17.424704,-13.552614,-17.793491,-19.15654,-9.409234,-21.5606,-19.210474,-10.727687,-17.282951,-15.90163,-11.828447,-18.104443,-18.840706,-10.887696,-15.146176,-20.388235,-8.9062099,-15.710281,-17.454144,-12.60889,-18.753889,-20.83506,-14.840491,-18.244795,-17.864475
195,100.7171,30.754988,-8.6665258,-17.802652,-15.707713,-12.019124,-16.190817,-17.747835,-12.241341,-17.141594,-19.204485,-13.351984,-16.342623,-18.037096,-17.340256,-16.089573,-19.004215,-10.07911,-16.144657,-18.188356,-8.8193302,-15.970412,-16.969133,-11.899933,-17.105881,-18.435963,-9.5214643,-19.88232,-19.001333,-11.044863,-16.546041,-16.626455,-11.84639,-17.805693,-17.971676,-11.118667,-14.266459,-19.225403,-9.0259657,-14.899608,-16.769472,-12.151323,-18.090229,-19.973625,-14.098463,-17.16926,-17.570318
196,101.375,30.754988,-7.791822,-16.948357,-14.535878,-11.297074,-16.110518,-16.828381,-12.103073,-16.155382,-18.35688,-13.475911,-15.615977,-17.140097,-15.375228,-14.6104,-17.889799,-10.166621,-15.102866,-18.071377,-9.9389553,-14.871898,-16.656822,-12.754896,-15.536421,-17.298712,-8.9849339,-17.492744,-18.479679,-11.459645,-15.377458,-16.953382,-11.040765,-16.977432,-17.50489,-12.070434,-14.556839,-18.332361,-8.2889538,-14.246504,-15.636906,-11.868227,-16.689659,-18.646749,-13.071913,-15.702535,-16.445614
197,102.0329,30.754988,-7.3839073,-15.947411,-13.822947,-10.861193,-15.812056,-16.307768,-11.951143,-15.790662,-16.959768,-13.854483,-14.543632,-16.750219,-14.824336,-14.022104,-17.284822,-10.23697,-14.045653,-17.069923,-9.6751947,-14.72167,-16.331486,-13.564358,-15.130723,-16.583141,-9.2862206,-16.536884,-17.884743,-11.885103,-14.884823,-15.13021,-11.861459,-16.77734,-17.224648,-13.036789,-14.563625,-17.515442,-8.4184685,-14.136925,-15.27983,-12.508355,-16.744576,-17.694931,-12.316973,-14.694145,-15.830985
198,102.69079,30.754988,-7.8036041,-16.673954,-13.5279,-11.446716,-15.952581,-17.464989,-13.083776,-15.298089,-17.840883,-13.959761,-14.771527,-17.067945,-15.153151,-14.010038,-17.299303,-10.416239,-13.8755,-17.194956,-10.388336,-15.648363,-16.756826,-14.560459,-16.230568,-17.342068,-10.009263,-16.283672,-19.21459,-12.558285,-14.692179,-15.222569,-12.706744,-17.48143,-17.01708,-13.290658,-15.658525,-19.808258,-8.2816734,-15.153238,-15.11441,-12.266939,-17.076164,-17.548618,-13.314404,-15.179629,-15.699495
199,78.348686,31.26203,-2.456991,-7.3087835,-7.7530227,-5.4177132,-10.521197,-7.0677252,-2.7167976,-8.0267811,-7.5345154,-11.780561,-6.4882503,-5.4131494,-2.9241476,-9.901063,-6.749361,-1.5371592,-1.6009001,-7.9363952,-6.9184694,-11.906762,-11.337022,-2.6067212,-5.7453313,-12.601675,-5.1848569,-14.08845,-6.7372684,-5.3064146,-9.3633041,-12.286977,-6.3244805,-6.8093715,-6.4966788,-6.8522654,-8.0415163,-13.691254,-0.99455869,-7.7749596,-6.2786655,-4.8872194,-10.436371,-12.881091,-3.401372,-8.959796,-14.23704
200,79.006577,31.26203,-3.4518263,-7.5699401,-9.5971556,-8.6359711,-9.7101622,-9.7240343,-3.4534585,-7.0312176,-8.3945045,-8.7675476,-9.4738903,-7.033483,-4.5616965,-11.270359,-9.0217896,-2.4224279,-2.70559,-9.4540501,-3.3655,-12.961994,-11.989585,-3.8702908,-5.1571441,-12.480726,-4.6708274,-12.734881,-7.4766941,-5.7924047,-10.182002,-12.2313,-7.1995254,-7.4452057,-8.099577,-7.7074003,-9.0857792,-12.151672,-1.6378683,-7.9075637,-6.9524546,-3.6231818,-10.784186,-13.605348,-3.396311,-8.1698837,-13.748563
201,79.664474,31.26203,-4.7502575,-10.536562,-10.948155,-6.5464582,-10.133437,-10.93593,-3.2967832,-11.252041,-10.571854,-16.160789,-11.81398,-9.35324,-5.8857064,-11.514434,-10.063887,-4.6539154,-4.2287745,-11.082602,-5.2891765,-14.087362,-12.428284,-4.3164835,-7.3670926,-13.382108,-4.6851182,-15.823217,-7.6192408,-5.2629161,-10.722383,-15.212682,-8.900589,-8.536397,-9.8025455,-8.3524961,-10.576917,-15.867048,-0.79488361,-7.3243752,-8.5789127,-7.4201899,-14.486892,-17.415497,-5.2208176,-10.262439,-15.016745
202,80.322365,31.26203,-5.5066705,-12.495866,-11.451011,-8.4541006,-10.522868,-12.280841,-4.4032416,-11.036023,-11.235497,-14.066192,-12.613834,-10.719291,-6.7229171,-12.669271,-11.679876,-4.7807813,-4.3993578,-10.755011,-5.1381912,-14.715656,-14.121098,-6.3317823,-7.6191726,-14.351841,-5.5737257,-14.756343,-9.7455482,-6.7335739,-11.88608,-15.294305,-7.9791956,-9.5949602,-10.319386,-9.3821993,-11.154843,-15.354144,-1.2182472,-9.5140934,-8.678462,-6.5142822,-14.661233,-18.231623,-5.065073,-10.389537,-13.918582
203,80.980263,31.26203,-7.3999619,-13.856038,-12.258355,-9.2894096,-11.767274,-14.450107,-5.6731443,-12.785582,-12.963748,-14.90197,-14.510867,-13.444983,-7.5123382,-13.574671,-12.100336,-5.869184,-4.2465982,-13.156927,-6.1633511,-15.226075,-14.989204,-6.9587688,-7.591877,-15.605007,-7.1209292,-16.50009,-10.130609,-8.0692558,-12.722344,-15.852225,-7.2638888,-10.430017,-11.297094,-9.5397215,-12.101554,-16.502811,-1.5707989,-10.589666,-9.0433712,-6.5053186,-14.098683,-18.26862,-5.6158743,-10.55162,-14.70145
204,81.638161,31.26203,-7.8125477,-13.293451,-13.101208,-10.052379,-12.413738,-15.419137,-6.44489,-12.998446,-14.395302,-13.960789,-15.703033,-14.299277,-7.9623246,-14.476141,-12.560651,-6.263865,-4.6304722,-12.815297,-6.8355131,-16.050995,-15.686432,-8.1537323,-8.447813,-15.999513,-7.815722,-16.551764,-10.732103,-8.5972157,-12.073781,-16.543737,-7.7129669,-11.329553,-12.139424,-9.9688311,-12.612275,-16.529341,-1.8316718,-11.228093,-9.3364801,-6.2927098,-13.991539,-17.639223,-6.1938701,-10.655414,-15.250108
205,82.296051,31.26203,-8.2730532,-12.485767,-12.907532,-10.873193,-12.635953,-15.393866,-5.6522026,-13.513959,-14.788091,-14.113669,-15.782358,-14.759551,-7.7877126,-15.706575,-14.227753,-6.4876928,-5.8003855,-12.200765,-7.4735708,-15.414698,-15.986761,-10.059575,-8.9958105,-15.795515,-7.5664611,-16.35441,-11.326317,-9.7249737,-12.533068,-16.81039,-7.7896261,-12.104039,-12.586782,-9.671217,-12.747772,-15.881091,-2.1364462,-13.35297,-10.021682,-6.6171918,-15.280345,-17.248859,-6.7592316,-10.833936,-14.546829
206,82.953949,31.26203,-7.8778877,-14.499004,-13.114336,-13.54263,-12.490378,-15.480124,-5.3317013,-12.40461,-15.87886,-11.70318,-15.760857,-14.328658,-7.8619246,-17.759626,-15.419794,-6.4047422,-5.751111,-11.325375,-7.1515875,-14.742723,-15.916122,-10.502809,-9.6339073,-15.346992,-8.2551107,-15.900623,-11.149488,-9.3671198,-13.104551,-16.626932,-7.2990069,-13.19952,-12.620549,-9.5043869,-13.0084,-14.873493,-2.5823901,-13.832192,-9.4877148,-6.0567889,-16.14761,-17.368795,-6.9705858,-10.853097,-14.227839
207,83.611839,31.26203,-8.1161146,-13.002667,-13.327306,-13.489318,-12.777733,-16.166334,-6.1077428,-10.573675,-16.056396,-10.894626,-14.864241,-14.678088,-8.9266071,-17.939243,-14.545825,-4.5171971,-5.7087131,-12.263949,-6.7451258,-15.494372,-16.499323,-10.026643,-9.4352827,-15.89856,-8.242857,-15.676102,-12.1705,-9.4922533,-12.815581,-17.235304,-7.724287,-13.139499,-13.127995,-10.25672,-13.675972,-15.362598,-2.5736356,-13.552861,-8.4873962,-5.7499914,-15.250157,-16.936434,-7.2700176,-10.707368,-14.380651
208,84.269737,31.26203,-7.0586834,-11.873288,-13.022063,-12.685537,-12.581498,-16.187546,-4.9371762,-12.63833,-15.612854,-7.3650932,-14.932466,-13.554584,-7.9426789,-17.113487,-15.1611,-4.3515549,-5.2220554,-14.454507,-6.222332,-14.656779,-16.770628,-11.412714,-9.5204172,-16.563627,-6.7153502,-16.237392,-12.544611,-8.0951805,-12.312094,-18.083878,-7.8477306,-12.720656,-12.998176,-8.6715679,-14.338943,-14.321295,-2.705368,-12.759866,-8.7323942,-4.9735889,-16.502155,-17.110611,-7.6015878,-11.079676,-14.055717
209,84.927635,31.26203,-7.1592803,-13.147464,-14.300406,-11.69687,-12.580255,-15.715586,-6.612462,-12.698296,-15.8002,-8.5476599,-15.421451,-14.564205,-8.7478724,-15.931523,-14.389212,-4.188283,-5.0053563,-13.749843,-6.3069067,-14.699425,-16.892519,-10.684937,-9.7306709,-16.128843,-5.6560917,-16.56498,-13.298972,-7.7576256,-10.773094,-17.540216,-7.1367378,-13.624539,-13.696418,-9.2314835,-14.845216,-14.21035,-3.1944191,-12.701434,-9.4499378,-4.868659,-13.782851,-17.600182,-8.4709435,-11.637414,-13.905553
210,85.585526,31.26203,-7.2932806,-12.605462,-14.570668,-11.480608,-12.088017,-15.679442,-7.6150842,-11.958465,-16.611288,-9.4111147,-15.624022,-15.987819,-9.182065,-17.532257,-14.05808,-4.3111596,-6.0298285,-13.045055,-7.3698835,-14.198481,-16.510889,-9.6765766,-10.560757,-15.756362,-6.3702626,-16.527039,-13.224134,-7.6518521,-11.694502,-18.118452,-7.4975867,-13.505394,-13.618316,-10.686347,-14.39965,-13.807423,-3.4041288,-14.951804,-9.5604162,-4.8840895,-13.763032,-17.357546,-8.8684759,-11.804167,-13.821391
211,86.243423,31.26203,-8.0288973,-12.552312,-16.194626,-11.603624,-12.221161,-15.770631,-9.8978939,-10.861664,-16.657988,-10.290571,-15.551683,-16.008986,-10.06522,-17.814522,-14.1776,-4.2207098,-10.743861,-12.53164,-8.2053938,-14.646236,-16.754044,-8.7556095,-9.4803877,-15.066367,-6.6875272,-16.648657,-13.680796,-8.085969,-12.071381,-19.132151,-7.5240793,-14.371295,-13.442194,-10.931181,-14.359939,-14.627458,-2.9015098,-14.729922,-9.5544329,-4.4848142,-14.567418,-17.727001,-8.643364,-11.621161,-13.805369
212,86.901314,31.26203,-8.2548494,-13.866429,-17.40937,-12.250509,-12.520929,-16.228224,-11.273308,-11.81582,-17.017065,-10.749152,-16.213949,-16.486849,-10.417827,-17.893997,-13.922702,-5.5901761,-12.936176,-13.08566,-7.7427912,-14.805348,-17.036493,-9.2408495,-11.058429,-15.607486,-6.548985,-16.388767,-14.328108,-9.7597713,-12.088322,-18.150169,-8.2496605,-14.904615,-15.000662,-10.871375,-14.30939,-15.009162,-2.1538019,-15.581013,-10.077415,-4.0483766,-15.567148,-18.269766,-9.0585928,-11.883427,-14.581418
213,87.559212,31.26203,-7.7987342,-14.524857,-15.797096,-13.398709,-13.452959,-16.336063,-12.608565,-12.366342,-17.261469,-11.201068,-16.099007,-16.024952,-11.36529,-17.548733,-14.811951,-5.3927741,-11.963899,-12.875426,-7.3430481,-15.557269,-16.893747,-10.030451,-11.822259,-15.555231,-7.1783481,-16.150984,-15.64781,-10.57544,-13.218717,-17.083109,-7.8503404,-15.265115,-14.624912,-10.323918,-14.367017,-14.532976,-1.9287536,-15.078821,-10.444464,-4.2191172,-13.852528,-18.40233,-9.2072067,-12.104156,-15.183974
214,88.217102,31.26203,-7.7282681,-15.036098,-16.663963,-14.0555,-14.142556,-17.28581,-13.639387,-13.380064,-18.073566,-11.497108,-16.286716,-16.631941,-11.299187,-18.465637,-16.600872,-4.7072225,-12.190919,-13.31605,-7.6793919,-15.777348,-17.32712,-10.503685,-12.170563,-15.975558,-7.1484199,-16.349527,-16.934893,-11.543516,-14.639063,-18.038624,-7.6267753,-16.025352,-16.01593,-12.418783,-14.695975,-15.193534,-2.1607368,-15.342654,-10.561156,-4.4036999,-13.156195,-18.749781,-9.1572742,-12.832006,-15.271888
215,88.875,31.26203,-7.2699761,-15.259286,-16.678713,-12.576211,-14.62562,-17.967958,-14.45261,-13.994507,-18.495691,-11.982412,-16.59833,-16.968,-11.592299,-17.751211,-17.331018,-5.6925726,-13.364326,-13.995259,-7.9598074,-16.303072,-17.862768,-10.984202,-13.464188,-16.521317,-6.3091159,-16.250898,-17.469297,-11.381834,-14.233254,-18.396749,-7.1126699,-17.225483,-18.091202,-13.11992,-15.515017,-16.14715,-2.1712809,-15.186957,-10.993525,-5.0892286,-14.879012,-19.4771,-9.564229,-13.248398,-15.191785
216,89.532898,31.26203,-8.5893726,-15.868342,-16.140715,-13.528947,-14.903006,-18.217564,-14.573768,-14.239238,-19.111513,-11.530699,-16.657579,-17.085371,-12.81879,-16.682243,-17.026621,-6.6623292,-11.601405,-12.888234,-8.6986523,-16.026161,-17.181393,-10.066901,-14.334033,-16.732443,-6.699656,-16.708807,-16.170969,-11.095922,-14.041247,-17.834045,-7.7532225,-17.392324,-16.950485,-12.293509,-15.351293,-16.052116,-3.016185,-14.567206,-11.924419,-5.9267225,-14.660716,-18.875902,-10.548127,-13.222528,-14.672253
217,90.190788,31.26203,-8.4128313,-17.103724,-16.540134,-13.006655,-15.429721,-18.045769,-15.052751,-13.447575,-19.276659,-11.919883,-17.17765,-17.314421,-12.364485,-16.603951,-16.943485,-6.916532,-11.375669,-13.747336,-7.9528651,-16.456528,-17.458574,-9.6083164,-14.868099,-17.290899,-6.8627424,-16.600937,-16.637985,-10.623819,-14.578514,-18.893429,-7.4563322,-17.735817,-16.681265,-13.083889,-15.643559,-16.098234,-3.0712233,-14.653227,-12.523155,-5.9673748,-14.172659,-19.383577,-10.152444,-13.179662,-14.802396
218,90.848686,31.26203,-8.0417309,-17.019823,-15.881656,-13.769444,-16.087305,-18.27704,-15.144844,-13.561585,-19.617428,-12.805154,-17.592688,-17.50808,-12.684618,-16.264025,-17.636053,-7.5089922,-11.845549,-14.643582,-8.0542154,-16.244732,-17.420244,-10.053081,-15.698549,-17.299944,-6.4796038,-15.966369,-17.304947,-9.5292206,-14.09012,-19.085024,-8.2478809,-17.681593,-16.762075,-13.142436,-15.712589,-16.607002,-3.5812361,-14.604043,-13.22778,-6.1073151,-14.574654,-19.679266,-9.9170761,-13.489422,-14.768586
219,91.506577,31.26203,-7.1489139,-16.866856,-15.473055,-14.115121,-16.918726,-18.428041,-15.890517,-14.159808,-19.981604,-14.518211,-17.709431,-18.01803,-13.956413,-16.390263,-18.895113,-8.776763,-13.635036,-15.718001,-7.7956638,-16.131105,-17.864199,-11.218087,-16.395836,-17.631348,-6.70228,-16.647293,-18.125563,-9.731988,-14.054885,-18.445829,-9.408618,-17.809153,-17.649998,-13.481459,-16.226715,-17.540508,-4.1114936,-15.378394,-13.879651,-6.6906581,-16.084894,-20.371239,-10.18098,-14.130533,-15.576066
220,92.164474,31.26203,-7.3430486,-16.766371,-15.096762,-14.38718,-16.908255,-18.690369,-15.822492,-15.801653,-19.979383,-14.85814,-17.73205,-18.278215,-15.048041,-16.692297,-19.304451,-8.994133,-15.232599,-16.263031,-7.9548521,-15.484891,-17.771524,-11.90842,-16.874975,-17.736656,-7.5260758,-16.876961,-18.341892,-10.508802,-14.108795,-18.489489,-9.9587889,-18.234745,-18.054674,-13.460424,-16.743063,-18.355436,-5.7661648,-14.107772,-13.829496,-7.501862,-16.36585,-19.841679,-10.89866,-15.131392,-16.042488
221,92.822365,31.26203,-9.1227369,-17.014225,-14.879777,-14.446898,-17.332474,-19.034288,-14.363811,-15.858071,-20.272484,-15.235786,-18.202845,-18.231421,-15.384035,-16.651775,-19.57892,-9.9378471,-15.268559,-15.498355,-9.3515911,-15.881996,-17.778986,-11.624764,-17.447157,-17.861496,-8.6052065,-16.932125,-18.55274,-9.731781,-14.445951,-17.886093,-10.466427,-18.484669,-18.324657,-13.485489,-16.705523,-18.608223,-5.5236821,-14.420698,-14.342634,-8.6525354,-15.528347,-20.230766,-11.403201,-15.692557,-16.369209
222,93.480263,31.26203,-10.604067,-16.156183,-14.791109,-12.710511,-17.526964,-19.998043,-15.73434,-15.549261,-20.589874,-16.047222,-18.363592,-18.85903,-16.480829,-16.959446,-19.901791,-10.731341,-16.259813,-15.165822,-11.034863,-15.450532,-17.077915,-12.637919,-18.42086,-18.02379,-8.4380436,-16.933762,-17.890079,-9.5854988,-14.869516,-17.431768,-10.742942,-18.276134,-18.030144,-13.259361,-16.897852,-19.201916,-6.223989,-14.003562,-15.01526,-9.8206415,-15.879089,-20.496447,-11.996381,-16.493872,-16.312141
223,94.138161,31.26203,-11.03237,-16.971359,-15.434601,-12.647661,-18.398497,-19.961895,-16.490898,-15.984928,-20.93269,-16.73019,-18.674332,-19.449711,-17.41069,-17.700792,-20.513365,-11.749046,-16.808929,-16.381954,-11.99001,-16.84766,-17.642654,-13.668656,-18.660671,-17.935148,-8.8394709,-16.774126,-18.530205,-10.374609,-15.08256,-17.79281,-11.946367,-18.301985,-18.247492,-13.70163,-17.380459,-19.960413,-6.913424,-15.105105,-15.761284,-11.043589,-16.5245,-21.098845,-13.033173,-17.221498,-18.005587
224,94.796051,31.26203,-10.927281,-17.327166,-15.544968,-12.894114,-18.45491,-20.027119,-17.198277,-16.460314,-20.950151,-16.095325,-18.104107,-19.960997,-17.10911,-17.899235,-20.601204,-11.998884,-16.966278,-17.098408,-13.038457,-18.051844,-18.635315,-15.001575,-19.327286,-18.868456,-9.4899549,-18.214422,-20.067024,-11.828826,-15.389285,-17.168274,-13.124174,-18.786367,-19.648117,-14.193361,-18.128077,-20.699295,-8.0630226,-16.955883,-17.352932,-12.3974,-17.689013,-21.079184,-13.636928,-17.814333,-18.592613
225,95.453949,31.26203,-11.05766,-16.590548,-14.798748,-13.017536,-18.183666,-20.891544,-15.748202,-17.458439,-20.687403,-15.79625,-17.680357,-20.236868,-17.164492,-16.595495,-20.734829,-11.663667,-16.923721,-16.3939,-13.265509,-17.98929,-18.5867,-15.283913,-19.563044,-19.789875,-9.4724579,-18.930481,-20.701683,-12.846439,-16.218134,-16.060404,-12.605959,-19.615974,-19.63336,-14.291834,-17.67758,-20.923197,-7.8168263,-16.723112,-17.855021,-12.906487,-18.862385,-21.054939,-14.192531,-19.020224,-18.241198
226,96.111839,31.26203,-13.547777,-15.522948,-15.64318,-15.427734,-18.71032,-22.142805,-17.996761,-18.033218,-21.791132,-16.344648,-18.816265,-20.33773,-19.970984,-17.054607,-20.807791,-14.738297,-17.635384,-15.689983,-14.007932,-17.593552,-18.836502,-16.952858,-19.459293,-19.839151,-11.737952,-18.582256,-20.282778,-12.703701,-15.913992,-16.063442,-12.628259,-19.103794,-19.564241,-13.098742,-17.834814,-21.402685,-8.4919367,-16.464439,-16.585258,-13.348122,-19.417788,-21.541668,-15.907099,-19.709146,-17.185415
227,96.769737,31.26203,-12.118909,-17.029001,-17.06521,-15.696544,-18.126926,-20.82556,-16.897284,-17.888857,-22.10684,-15.290611,-18.440937,-19.678066,-19.300833,-18.212217,-20.156893,-13.4586,-17.78323,-16.425629,-12.33733,-16.672318,-18.364119,-15.937947,-18.897709,-19.954708,-11.68502,-18.58569,-19.12875,-12.487333,-15.851287,-18.048115,-12.670387,-18.080505,-19.877563,-12.093877,-16.630356,-21.063681,-7.2297463,-15.057185,-16.237022,-13.141967,-18.713753,-21.371458,-15.693083,-19.270092,-16.922457
228,97.427635,31.26203,-11.518347,-16.359745,-16.711905,-15.123475,-17.1043,-20.574709,-15.475283,-16.668596,-21.438473,-13.831105,-18.176678,-19.515467,-18.812757,-16.929832,-19.801708,-12.16251,-17.706335,-16.498514,-12.12886,-16.089691,-17.466946,-14.300638,-19.314377,-19.951973,-10.969007,-18.653839,-19.058355,-11.005961,-15.16855,-15.573574,-11.919402,-18.084099,-19.351503,-11.428493,-15.944115,-21.093676,-7.5261559,-14.831,-16.570555,-12.647333,-18.191885,-20.784693,-15.324791,-18.450808,-16.233261
229,98.085526,31.26203,-10.413657,-16.713957,-16.522795,-14.606121,-16.454504,-19.364553,-14.972668,-16.025852,-20.982136,-12.819292,-17.674173,-19.255777,-18.019714,-15.717056,-19.197966,-11.197289,-17.356739,-16.439398,-10.858156,-14.808695,-17.178894,-13.586526,-18.774414,-19.142157,-9.9772472,-19.00482,-19.063354,-10.210714,-15.16857,-14.303954,-11.146033,-17.744663,-18.654058,-10.613799,-15.126578,-20.935715,-6.9939289,-14.569272,-16.47628,-11.825464,-18.138849,-20.195009,-14.766994,-17.529102,-15.993175
230,98.743423,31.26203,-9.4111509,-17.859278,-17.12879,-14.653069,-15.962204,-18.184053,-15.58447,-17.057016,-20.812014,-12.738029,-16.34181,-19.223118,-18.29805,-15.316147,-18.88114,-11.065299,-16.976191,-16.146225,-9.077796,-14.962318,-16.895597,-12.981897,-18.238459,-19.549086,-8.3481245,-20.26993,-19.296286,-10.223945,-15.798844,-12.630108,-11.385668,-17.592495,-18.684214,-10.327669,-14.660641,-20.6194,-6.4531903,-14.804364,-16.688597,-11.88838,-18.338446,-20.508501,-14.486246,-17.687784,-16.252106
231,99.401314,31.26203,-10.011035,-18.235672,-16.913431,-13.803779,-16.795328,-18.220448,-14.607164,-16.775463,-21.194124,-12.231282,-16.244085,-19.069525,-18.411636,-14.736788,-19.187979,-10.84905,-16.231512,-17.1884,-8.152956,-14.781197,-17.306072,-13.597359,-17.326521,-19.604265,-7.9661794,-20.930969,-19.309107,-9.9416237,-15.590697,-14.949269,-11.68487,-17.163961,-18.539009,-10.529912,-14.279798,-20.835184,-6.70188,-14.939268,-16.940859,-11.686911,-19.360474,-20.866571,-14.530885,-18.082285,-17.177143
232,100.05921,31.26203,-9.8320923,-17.502815,-16.4506,-12.664793,-16.932632,-18.08297,-12.904225,-16.990744,-20.64517,-12.432419,-15.822871,-19.09244,-18.430719,-15.538112,-19.212404,-11.149599,-16.477751,-17.082233,-8.2261562,-14.593323,-17.184227,-12.569006,-17.035999,-18.726139,-8.4708481,-20.445354,-18.706116,-9.6240606,-15.451718,-13.781167,-11.533726,-17.068907,-18.212605,-10.096516,-14.292057,-20.393419,-7.8240952,-14.974494,-17.088327,-11.787854,-18.808945,-20.221285,-14.761,-18.015644,-16.969679
